"Problem.ID","ProblemStep","User.ID","Problem.Sub.Part.ID","Order","Action.Type","Timestamp","Answer.Text","Correctness","Problem.Log.ID","Condition","Participant_ID","Problem","CorrectAnswer"
"""PRABMQV2""",0,617499,1751056,3,"""end""","""01/16/2020 16:42:58.148""","""""","",218467966,"Proactive","thinkaloudp0216",4,NA
"""PRABMQV2""",0,618707,1751056,2,"""answer""","""01/30/2020 15:21:44.201""","""3 Neutral""","true",218852622,"Proactive","thinkaloudp1110",4,NA
"""PRABMQV2""",0,618707,1751056,1,"""start""","""01/30/2020 15:21:27.319""","""""","",218852622,"Proactive","thinkaloudp1110",4,NA
"""PRABMQV2""",0,619966,1751056,1,"""start""","""02/18/2020 10:24:13.188""","""""","",219307279,"Proactive","thinkaloudp0217",4,NA
"""PRABMQV2""",0,619966,1751056,3,"""end""","""02/18/2020 10:24:24.924""","""""","",219307279,"Proactive","thinkaloudp0217",4,NA
"""PRABMQV2""",0,618040,1751056,2,"""answer""","""01/24/2020 14:27:29.779""","""5 Exactly confident""","true",218676720,"Proactive","thinkaloudp0701",4,NA
"""PRABMQV2""",0,618040,1751056,3,"""end""","""01/24/2020 14:27:29.783""","""""","",218676720,"Proactive","thinkaloudp0701",4,NA
"""PRABMQV2""",0,620158,1751056,1,"""start""","""02/21/2020 14:20:36.222""","""""","",219381804,"Proactive","thinkaloudp1111",4,NA
"""PRABMQV2""",0,619966,1751056,2,"""answer""","""02/18/2020 10:24:24.920""","""3 Neutral""","true",219307279,"Proactive","thinkaloudp0217",4,NA
"""PRABMQV2""",1,616756,1751115,5,"""end""","""12/12/2019 16:24:19.037""","""""","",217901101,"Proactive","thinkaloudp0802",4,0.3
"""PRABMQV2""",1,616590,1751115,3,"""hint""","""12/06/2019 14:36:12.108""","""""","",217733195,"Proactive","thinkaloudp0606",4,0.3
"""PRABMQV2""",1,616590,1751115,5,"""answer""","""12/06/2019 14:37:28.819""","""0.3""","true",217733195,"Proactive","thinkaloudp0606",4,0.3
"""PRABMQV2""",1,617714,1751115,5,"""end""","""01/17/2020 14:19:39.493""","""""","",218499907,"Proactive","thinkaloudp1006",4,0.3
"""PRABMQV2""",1,620158,1751115,1,"""start""","""02/21/2020 14:20:58.582""","""""","",219381817,"Proactive","thinkaloudp1111",4,0.3
"""PRABMQV2""",1,617499,1751115,4,"""end""","""01/16/2020 16:43:43.255""","""""","",218467978,"Proactive","thinkaloudp0216",4,0.3
"""PRABMQV2""",1,616590,1751115,2,"""answer""","""12/06/2019 14:35:33.411""","""0.4""","false",217733195,"Proactive","thinkaloudp0606",4,0.3
"""PRABMQV2""",1,618707,1751115,2,"""answer""","""01/30/2020 15:22:12.129""","""0.4""","false",218852635,"Proactive","thinkaloudp1110",4,0.3
"""PRABMQV2""",1,617714,1751115,2,"""answer""","""01/17/2020 14:18:37.823""","""0.4""","false",218499907,"Proactive","thinkaloudp1006",4,0.3
"""PRABMQV2""",1,616590,1751115,4,"""answer""","""12/06/2019 14:36:35.246""",""".4/.9""","false",217733195,"Proactive","thinkaloudp0606",4,0.3
"""PRABMQV2""",1,619679,1751115,5,"""answer""","""02/13/2020 15:50:34.687""","""0.3""","true",219255312,"Proactive","thinkaloudp0405",4,0.3
"""PRABMQV2""",1,618707,1751115,3,"""answer""","""01/30/2020 15:23:10.386""","""0.4""","false",218852635,"Proactive","thinkaloudp1110",4,0.3
"""PRABMQV2""",1,617714,1751115,3,"""hint""","""01/17/2020 14:19:06.549""","""""","",218499907,"Proactive","thinkaloudp1006",4,0.3
"""PRABMQV2""",1,616590,1751115,1,"""start""","""12/06/2019 14:34:55.602""","""""","",217733195,"Proactive","thinkaloudp0606",4,0.3
"""PRABMQV2""",1,616590,1751115,6,"""end""","""12/06/2019 14:37:28.823""","""""","",217733195,"Proactive","thinkaloudp0606",4,0.3
"""PRABMQV2""",1,617714,1751115,1,"""start""","""01/17/2020 14:18:10.100""","""""","",218499907,"Proactive","thinkaloudp1006",4,0.3
"""PRABMQV2""",1,616756,1751115,1,"""start""","""12/12/2019 16:23:19.582""","""""","",217901101,"Proactive","thinkaloudp0802",4,0.3
"""PRABMQV2""",1,619679,1751115,6,"""end""","""02/13/2020 15:50:34.691""","""""","",219255312,"Proactive","thinkaloudp0405",4,0.3
"""PRABMQV2""",1,618707,1751115,6,"""end""","""01/30/2020 15:24:41.409""","""""","",218852635,"Proactive","thinkaloudp1110",4,0.3
"""PRABMQV2""",1,617714,1751115,4,"""answer""","""01/17/2020 14:19:39.487""","""0.3""","true",218499907,"Proactive","thinkaloudp1006",4,0.3
"""PRABMQV2""",1,619966,1751115,1,"""start""","""02/18/2020 10:24:26.212""","""""","",219307286,"Proactive","thinkaloudp0217",4,0.3
"""PRABMQV2""",1,618707,1751115,4,"""hint""","""01/30/2020 15:24:04.480""","""""","",218852635,"Proactive","thinkaloudp1110",4,0.3
"""PRABMQV2""",1,616756,1751115,4,"""answer""","""12/12/2019 16:24:19.032""","""0.3""","true",217901101,"Proactive","thinkaloudp0802",4,0.3
"""PRABMQV2""",1,616756,1751115,3,"""hint""","""12/12/2019 16:24:02.037""","""""","",217901101,"Proactive","thinkaloudp0802",4,0.3
"""PRABMQV2""",1,620158,1751115,5,"""end""","""02/21/2020 14:22:46.767""","""""","",219381817,"Proactive","thinkaloudp1111",4,0.3
"""PRABMQV2""",1,617499,1751115,2,"""answer""","""01/16/2020 16:43:11.595""","""0.4""","false",218467978,"Proactive","thinkaloudp0216",4,0.3
"""PRABMQV2""",1,620158,1751115,2,"""hint""","""02/21/2020 14:21:30.561""","""""","",219381817,"Proactive","thinkaloudp1111",4,0.3
"""PRABMQV2""",1,619966,1751115,3,"""hint""","""02/18/2020 10:25:06.599""","""""","",219307286,"Proactive","thinkaloudp0217",4,0.3
"""PRABMQV2""",1,619679,1751115,3,"""answer""","""02/13/2020 15:49:12.831""","""0.4""","false",219255312,"Proactive","thinkaloudp0405",4,0.3
"""PRABMQV2""",1,618040,1751115,2,"""answer""","""01/24/2020 14:27:38.869""","""0.4""","false",218676744,"Proactive","thinkaloudp0701",4,0.3
"""PRABMQV2""",1,620158,1751115,3,"""answer""","""02/21/2020 14:21:49.356""","""0.4/0.1""","false",219381817,"Proactive","thinkaloudp1111",4,0.3
"""PRABMQV2""",1,618707,1751115,5,"""answer""","""01/30/2020 15:24:41.405""","""0.3""","true",218852635,"Proactive","thinkaloudp1110",4,0.3
"""PRABMQV2""",1,618707,1751115,1,"""start""","""01/30/2020 15:21:45.708""","""""","",218852635,"Proactive","thinkaloudp1110",4,0.3
"""PRABMQV2""",1,620158,1751115,4,"""answer""","""02/21/2020 14:22:46.764""","""0.3""","true",219381817,"Proactive","thinkaloudp1111",4,0.3
"""PRABMQV2""",1,619679,1751115,2,"""answer""","""02/13/2020 15:48:55.909""","""0.4""","false",219255312,"Proactive","thinkaloudp0405",4,0.3
"""PRABMQV2""",1,617499,1751115,1,"""start""","""01/16/2020 16:42:59.887""","""""","",218467978,"Proactive","thinkaloudp0216",4,0.3
"""PRABMQV2""",1,616756,1751115,2,"""answer""","""12/12/2019 16:23:47.743""","""0.4""","false",217901101,"Proactive","thinkaloudp0802",4,0.3
"""PRABMQV2""",1,617499,1751115,3,"""answer""","""01/16/2020 16:43:43.251""","""0.3""","true",218467978,"Proactive","thinkaloudp0216",4,0.3
"""PRABMQV2""",1,618040,1751115,1,"""start""","""01/24/2020 14:27:30.994""","""""","",218676744,"Proactive","thinkaloudp0701",4,0.3
"""PRABMQV2""",1,618040,1751115,3,"""answer""","""01/24/2020 14:27:55.099""","""0.3""","true",218676744,"Proactive","thinkaloudp0701",4,0.3
"""PRABMQV2""",1,619966,1751115,2,"""answer""","""02/18/2020 10:24:40.443""","""0.4""","false",219307286,"Proactive","thinkaloudp0217",4,0.3
"""PRABMQV2""",1,619679,1751115,4,"""hint""","""02/13/2020 15:49:36.510""","""""","",219255312,"Proactive","thinkaloudp0405",4,0.3
"""PRABMQV2""",1,619966,1751115,5,"""end""","""02/18/2020 10:25:23.524""","""""","",219307286,"Proactive","thinkaloudp0217",4,0.3
"""PRABMQV2""",1,619966,1751115,4,"""answer""","""02/18/2020 10:25:23.520""","""0.3""","true",219307286,"Proactive","thinkaloudp0217",4,0.3
"""PRABMQV2""",1,618040,1751115,4,"""end""","""01/24/2020 14:27:55.103""","""""","",218676744,"Proactive","thinkaloudp0701",4,0.3
"""PRABMQV2""",1,619679,1751115,1,"""start""","""02/13/2020 15:48:34.583""","""""","",219255312,"Proactive","thinkaloudp0405",4,0.3
"""PRABMQV2""",2,616590,1751123,3,"""end""","""12/06/2019 14:39:38.367""","""""","",217733260,"Proactive","thinkaloudp0606",4,0.4
"""PRABMQV2""",2,618707,1751123,2,"""answer""","""01/30/2020 15:25:03.653""","""0.4""","true",218852769,"Proactive","thinkaloudp1110",4,0.4
"""PRABMQV2""",2,617499,1751123,3,"""end""","""01/16/2020 16:44:13.809""","""""","",218468001,"Proactive","thinkaloudp0216",4,0.4
"""PRABMQV2""",2,619966,1751123,2,"""answer""","""02/18/2020 10:25:42.851""","""0.4""","true",219307304,"Proactive","thinkaloudp0217",4,0.4
"""PRABMQV2""",2,620158,1751123,3,"""end""","""02/21/2020 14:23:17.172""","""""","",219381858,"Proactive","thinkaloudp1111",4,0.4
"""PRABMQV2""",2,620158,1751123,1,"""start""","""02/21/2020 14:22:48.854""","""""","",219381858,"Proactive","thinkaloudp1111",4,0.4
"""PRABMQV2""",2,616590,1751123,2,"""answer""","""12/06/2019 14:39:38.363""","""0.4""","true",217733260,"Proactive","thinkaloudp0606",4,0.4
"""PRABMQV2""",2,618040,1751123,3,"""end""","""01/24/2020 14:28:01.383""","""""","",218676758,"Proactive","thinkaloudp0701",4,0.4
"""PRABMQV2""",2,616756,1751123,2,"""answer""","""12/12/2019 16:24:39.009""","""0.4""","true",217901126,"Proactive","thinkaloudp0802",4,0.4
"""PRABMQV2""",2,617714,1751123,2,"""answer""","""01/17/2020 14:20:07.983""","""0.4""","true",218499977,"Proactive","thinkaloudp1006",4,0.4
"""PRABMQV2""",2,620158,1751123,2,"""answer""","""02/21/2020 14:23:17.169""","""0.4""","true",219381858,"Proactive","thinkaloudp1111",4,0.4
"""PRABMQV2""",2,616756,1751123,3,"""end""","""12/12/2019 16:24:39.012""","""""","",217901126,"Proactive","thinkaloudp0802",4,0.4
"""PRABMQV2""",2,618040,1751123,2,"""answer""","""01/24/2020 14:28:01.380""","""0.4""","true",218676758,"Proactive","thinkaloudp0701",4,0.4
"""PRABMQV2""",2,619679,1751123,1,"""start""","""02/13/2020 15:50:36.227""","""""","",219255362,"Proactive","thinkaloudp0405",4,0.4
"""PRABMQV2""",2,617499,1751123,2,"""answer""","""01/16/2020 16:44:13.806""","""0.4""","true",218468001,"Proactive","thinkaloudp0216",4,0.4
"""PRABMQV2""",2,617714,1751123,3,"""end""","""01/17/2020 14:20:07.986""","""""","",218499977,"Proactive","thinkaloudp1006",4,0.4
"""PRABMQV2""",2,616590,1751123,1,"""start""","""12/06/2019 14:38:37.320""","""""","",217733260,"Proactive","thinkaloudp0606",4,0.4
"""PRABMQV2""",2,617499,1751123,1,"""start""","""01/16/2020 16:43:59.498""","""""","",218468001,"Proactive","thinkaloudp0216",4,0.4
"""PRABMQV2""",2,618040,1751123,1,"""start""","""01/24/2020 14:27:56.662""","""""","",218676758,"Proactive","thinkaloudp0701",4,0.4
"""PRABMQV2""",2,618707,1751123,1,"""start""","""01/30/2020 15:24:43.146""","""""","",218852769,"Proactive","thinkaloudp1110",4,0.4
"""PRABMQV2""",2,619679,1751123,2,"""answer""","""02/13/2020 15:50:57.132""","""0.4""","true",219255362,"Proactive","thinkaloudp0405",4,0.4
"""PRABMQV2""",2,616756,1751123,1,"""start""","""12/12/2019 16:24:20.438""","""""","",217901126,"Proactive","thinkaloudp0802",4,0.4
"""PRABMQV2""",2,619966,1751123,3,"""end""","""02/18/2020 10:25:42.854""","""""","",219307304,"Proactive","thinkaloudp0217",4,0.4
"""PRABMQV2""",2,617714,1751123,1,"""start""","""01/17/2020 14:19:40.961""","""""","",218499977,"Proactive","thinkaloudp1006",4,0.4
"""PRABMQV2""",2,618707,1751123,3,"""end""","""01/30/2020 15:25:03.657""","""""","",218852769,"Proactive","thinkaloudp1110",4,0.4
"""PRABMQV2""",2,619679,1751123,3,"""end""","""02/13/2020 15:50:57.135""","""""","",219255362,"Proactive","thinkaloudp0405",4,0.4
"""PRABMQV2""",2,619966,1751123,1,"""start""","""02/18/2020 10:25:24.625""","""""","",219307304,"Proactive","thinkaloudp0217",4,0.4
"""PRABMQV2""",3,618040,1751124,2,"""answer""","""01/24/2020 14:28:16.843""","""0.7""","true",218676761,"Proactive","thinkaloudp0701",4,0.7
"""PRABMQV2""",3,617499,1751124,3,"""end""","""01/16/2020 16:44:39.998""","""""","",218468004,"Proactive","thinkaloudp0216",4,0.7
"""PRABMQV2""",3,618040,1751124,1,"""start""","""01/24/2020 14:28:02.669""","""""","",218676761,"Proactive","thinkaloudp0701",4,0.7
"""PRABMQV2""",3,618707,1751124,4,"""answer""","""01/30/2020 15:27:44.853""","""0.7""","true",218852785,"Proactive","thinkaloudp1110",4,0.7
"""PRABMQV2""",3,617499,1751124,1,"""start""","""01/16/2020 16:44:15.123""","""""","",218468004,"Proactive","thinkaloudp0216",4,0.7
"""PRABMQV2""",3,617714,1751124,3,"""end""","""01/17/2020 14:20:25.635""","""""","",218499997,"Proactive","thinkaloudp1006",4,0.7
"""PRABMQV2""",3,618707,1751124,3,"""answer""","""01/30/2020 15:26:36.813""","""3/25""","false",218852785,"Proactive","thinkaloudp1110",4,0.7
"""PRABMQV2""",3,619679,1751124,1,"""start""","""02/13/2020 15:50:58.495""","""""","",219255379,"Proactive","thinkaloudp0405",4,0.7
"""PRABMQV2""",3,617499,1751124,2,"""answer""","""01/16/2020 16:44:39.995""","""0.7""","true",218468004,"Proactive","thinkaloudp0216",4,0.7
"""PRABMQV2""",3,620158,1751124,1,"""start""","""02/21/2020 14:23:19.687""","""""","",219381870,"Proactive","thinkaloudp1111",4,0.7
"""PRABMQV2""",3,619679,1751124,2,"""answer""","""02/13/2020 15:51:55.780""","""0.3""","false",219255379,"Proactive","thinkaloudp0405",4,0.7
"""PRABMQV2""",3,620158,1751124,3,"""answer""","""02/21/2020 14:23:46.954""","""0.7""","true",219381870,"Proactive","thinkaloudp1111",4,0.7
"""PRABMQV2""",3,618707,1751124,2,"""answer""","""01/30/2020 15:25:49.883""","""0.12""","false",218852785,"Proactive","thinkaloudp1110",4,0.7
"""PRABMQV2""",3,618707,1751124,1,"""start""","""01/30/2020 15:25:07.111""","""""","",218852785,"Proactive","thinkaloudp1110",4,0.7
"""PRABMQV2""",3,618040,1751124,3,"""end""","""01/24/2020 14:28:16.847""","""""","",218676761,"Proactive","thinkaloudp0701",4,0.7
"""PRABMQV2""",3,617714,1751124,1,"""start""","""01/17/2020 14:20:08.853""","""""","",218499997,"Proactive","thinkaloudp1006",4,0.7
"""PRABMQV2""",3,616590,1751124,3,"""end""","""12/06/2019 14:40:50.032""","""""","",217733278,"Proactive","thinkaloudp0606",4,0.7
"""PRABMQV2""",3,619679,1751124,5,"""end""","""02/13/2020 15:52:29.852""","""""","",219255379,"Proactive","thinkaloudp0405",4,0.7
"""PRABMQV2""",3,619966,1751124,3,"""answer""","""02/18/2020 10:26:35.211""","""0.7""","true",219307309,"Proactive","thinkaloudp0217",4,0.7
"""PRABMQV2""",3,618707,1751124,5,"""end""","""01/30/2020 15:27:44.858""","""""","",218852785,"Proactive","thinkaloudp1110",4,0.7
"""PRABMQV2""",3,619966,1751124,2,"""answer""","""02/18/2020 10:26:26.286""","""0.12""","false",219307309,"Proactive","thinkaloudp0217",4,0.7
"""PRABMQV2""",3,617714,1751124,2,"""answer""","""01/17/2020 14:20:25.631""","""0.7""","true",218499997,"Proactive","thinkaloudp1006",4,0.7
"""PRABMQV2""",3,620158,1751124,4,"""end""","""02/21/2020 14:23:46.958""","""""","",219381870,"Proactive","thinkaloudp1111",4,0.7
"""PRABMQV2""",3,619679,1751124,4,"""answer""","""02/13/2020 15:52:29.849""","""0.7""","true",219255379,"Proactive","thinkaloudp0405",4,0.7
"""PRABMQV2""",3,620158,1751124,2,"""hint""","""02/21/2020 14:23:30.740""","""""","",219381870,"Proactive","thinkaloudp1111",4,0.7
"""PRABMQV2""",3,616590,1751124,2,"""answer""","""12/06/2019 14:40:50.027""","""0.7""","true",217733278,"Proactive","thinkaloudp0606",4,0.7
"""PRABMQV2""",3,616590,1751124,1,"""start""","""12/06/2019 14:39:39.863""","""""","",217733278,"Proactive","thinkaloudp0606",4,0.7
"""PRABMQV2""",3,619679,1751124,3,"""hint""","""02/13/2020 15:51:59.996""","""""","",219255379,"Proactive","thinkaloudp0405",4,0.7
"""PRABMQV2""",3,619966,1751124,1,"""start""","""02/18/2020 10:25:44.024""","""""","",219307309,"Proactive","thinkaloudp0217",4,0.7
"""PRABMQV2""",3,616756,1751124,1,"""start""","""12/12/2019 16:24:40.598""","""""","",217901136,"Proactive","thinkaloudp0802",4,0.7
"""PRABMQV2""",3,619966,1751124,4,"""end""","""02/18/2020 10:26:35.214""","""""","",219307309,"Proactive","thinkaloudp0217",4,0.7
"""PRABMQV2""",3,616756,1751124,2,"""answer""","""12/12/2019 16:25:03.128""","""0.7""","true",217901136,"Proactive","thinkaloudp0802",4,0.7
"""PRABMQV2""",3,616756,1751124,3,"""end""","""12/12/2019 16:25:03.131""","""""","",217901136,"Proactive","thinkaloudp0802",4,0.7
"""PRABMQVY""",0,619679,1751054,1,"""start""","""02/13/2020 15:55:59.991""","""""","",219255500,"Proactive","thinkaloudp0405",7,NA
"""PRABMQVY""",0,619679,1751054,3,"""end""","""02/13/2020 15:56:31.074""","""""","",219255500,"Proactive","thinkaloudp0405",7,NA
"""PRABMQVY""",0,619679,1751054,2,"""answer""","""02/13/2020 15:56:31.737""","""3 Neutral""","true",219255500,"Proactive","thinkaloudp0405",7,NA
"""PRABMQVY""",0,618707,1751054,3,"""end""","""01/30/2020 15:32:45.451""","""""","",218853071,"Proactive","thinkaloudp1110",7,NA
"""PRABMQVY""",0,617499,1751054,1,"""start""","""01/16/2020 16:46:57.726""","""""","",218468062,"Proactive","thinkaloudp0216",7,NA
"""PRABMQVY""",0,618707,1751054,2,"""answer""","""01/30/2020 15:32:45.449""","""3 Neutral""","true",218853071,"Proactive","thinkaloudp1110",7,NA
"""PRABMQVY""",0,617499,1751054,2,"""answer""","""01/16/2020 16:47:18.842""","""5 Exactly confident""","true",218468062,"Proactive","thinkaloudp0216",7,NA
"""PRABMQVY""",0,617499,1751054,3,"""end""","""01/16/2020 16:47:18.845""","""""","",218468062,"Proactive","thinkaloudp0216",7,NA
"""PRABMQVY""",0,616756,1751054,1,"""start""","""12/12/2019 16:27:55.842""","""""","",217901263,"Proactive","thinkaloudp0802",7,NA
"""PRABMQVY""",0,616756,1751054,3,"""end""","""12/12/2019 16:28:12.012""","""""","",217901263,"Proactive","thinkaloudp0802",7,NA
"""PRABMQVY""",0,616756,1751054,2,"""answer""","""12/12/2019 16:28:12.117""","""4""","true",217901263,"Proactive","thinkaloudp0802",7,NA
"""PRABMQVY""",0,616590,1751054,2,"""answer""","""12/06/2019 14:49:17.239""","""3 Neutral""","true",217733467,"Proactive","thinkaloudp0606",7,NA
"""PRABMQVY""",0,616590,1751054,3,"""end""","""12/06/2019 14:49:17.242""","""""","",217733467,"Proactive","thinkaloudp0606",7,NA
"""PRABMQVY""",0,619966,1751054,2,"""answer""","""02/18/2020 10:29:13.704""","""3 Neutral""","true",219307368,"Proactive","thinkaloudp0217",7,NA
"""PRABMQVY""",0,619966,1751054,3,"""end""","""02/18/2020 10:29:13.708""","""""","",219307368,"Proactive","thinkaloudp0217",7,NA
"""PRABMQVY""",0,618707,1751054,1,"""start""","""01/30/2020 15:32:24.422""","""""","",218853071,"Proactive","thinkaloudp1110",7,NA
"""PRABMQVY""",0,617714,1751054,1,"""start""","""01/17/2020 14:23:46.591""","""""","",218500131,"Proactive","thinkaloudp1006",7,NA
"""PRABMQVY""",0,617714,1751054,2,"""answer""","""01/17/2020 14:24:20.390""","""3 Neutral""","true",218500131,"Proactive","thinkaloudp1006",7,NA
"""PRABMQVY""",0,617714,1751054,3,"""end""","""01/17/2020 14:24:20.392""","""""","",218500131,"Proactive","thinkaloudp1006",7,NA
"""PRABMQVY""",0,616590,1751054,1,"""start""","""12/06/2019 14:48:49.984""","""""","",217733467,"Proactive","thinkaloudp0606",7,NA
"""PRABMQVY""",0,620158,1751054,3,"""end""","""02/21/2020 14:28:57.597""","""""","",219381973,"Proactive","thinkaloudp1111",7,NA
"""PRABMQVY""",0,620158,1751054,1,"""start""","""02/21/2020 14:28:39.560""","""""","",219381973,"Proactive","thinkaloudp1111",7,NA
"""PRABMQVY""",0,618040,1751054,2,"""answer""","""01/24/2020 14:31:26.458""","""5 Exactly confident""","true",218676920,"Proactive","thinkaloudp0701",7,NA
"""PRABMQVY""",0,619966,1751054,1,"""start""","""02/18/2020 10:29:05.510""","""""","",219307368,"Proactive","thinkaloudp0217",7,NA
"""PRABMQVY""",0,620158,1751054,2,"""answer""","""02/21/2020 14:28:57.592""","""1 Not confident at all""","true",219381973,"Proactive","thinkaloudp1111",7,NA
"""PRABMQVY""",0,618040,1751054,1,"""start""","""01/24/2020 14:31:09.100""","""""","",218676920,"Proactive","thinkaloudp0701",7,NA
"""PRABMQVY""",0,618040,1751054,3,"""end""","""01/24/2020 14:31:26.462""","""""","",218676920,"Proactive","thinkaloudp0701",7,NA
"""PRABMQVY""",1,618040,1751064,2,"""answer""","""01/24/2020 14:31:56.854""","""0.25""","true",218676936,"Proactive","thinkaloudp0701",7,0.25
"""PRABMQVY""",1,616590,1751064,3,"""end""","""12/06/2019 14:50:31.579""","""""","",217733482,"Proactive","thinkaloudp0606",7,0.25
"""PRABMQVY""",1,618040,1751064,3,"""end""","""01/24/2020 14:31:56.857""","""""","",218676936,"Proactive","thinkaloudp0701",7,0.25
"""PRABMQVY""",1,617499,1751064,1,"""start""","""01/16/2020 16:47:20.217""","""""","",218468065,"Proactive","thinkaloudp0216",7,0.25
"""PRABMQVY""",1,616756,1751064,3,"""end""","""12/12/2019 16:28:35.707""","""""","",217901274,"Proactive","thinkaloudp0802",7,0.25
"""PRABMQVY""",1,618707,1751064,1,"""start""","""01/30/2020 15:32:47.100""","""""","",218853083,"Proactive","thinkaloudp1110",7,0.25
"""PRABMQVY""",1,617714,1751064,1,"""start""","""01/17/2020 14:24:21.701""","""""","",218500149,"Proactive","thinkaloudp1006",7,0.25
"""PRABMQVY""",1,616756,1751064,2,"""answer""","""12/12/2019 16:28:35.703""","""1/4""","true",217901274,"Proactive","thinkaloudp0802",7,0.25
"""PRABMQVY""",1,617714,1751064,3,"""end""","""01/17/2020 14:25:05.802""","""""","",218500149,"Proactive","thinkaloudp1006",7,0.25
"""PRABMQVY""",1,619966,1751064,2,"""answer""","""02/18/2020 10:29:33.586""","""1/4""","true",219307370,"Proactive","thinkaloudp0217",7,0.25
"""PRABMQVY""",1,620158,1751064,1,"""start""","""02/21/2020 14:28:59.409""","""""","",219381975,"Proactive","thinkaloudp1111",7,0.25
"""PRABMQVY""",1,620158,1751064,2,"""answer""","""02/21/2020 14:29:28.649""","""3/12""","true",219381975,"Proactive","thinkaloudp1111",7,0.25
"""PRABMQVY""",1,619679,1751064,2,"""answer""","""02/13/2020 15:57:00.113""","""1/4""","true",219255520,"Proactive","thinkaloudp0405",7,0.25
"""PRABMQVY""",1,617499,1751064,3,"""end""","""01/16/2020 16:47:53.961""","""""","",218468065,"Proactive","thinkaloudp0216",7,0.25
"""PRABMQVY""",1,620158,1751064,3,"""end""","""02/21/2020 14:29:28.653""","""""","",219381975,"Proactive","thinkaloudp1111",7,0.25
"""PRABMQVY""",1,616756,1751064,1,"""start""","""12/12/2019 16:28:13.458""","""""","",217901274,"Proactive","thinkaloudp0802",7,0.25
"""PRABMQVY""",1,618040,1751064,1,"""start""","""01/24/2020 14:31:27.831""","""""","",218676936,"Proactive","thinkaloudp0701",7,0.25
"""PRABMQVY""",1,618707,1751064,3,"""end""","""01/30/2020 15:33:16.221""","""""","",218853083,"Proactive","thinkaloudp1110",7,0.25
"""PRABMQVY""",1,617714,1751064,2,"""answer""","""01/17/2020 14:25:05.799""","""1/4""","true",218500149,"Proactive","thinkaloudp1006",7,0.25
"""PRABMQVY""",1,616590,1751064,2,"""answer""","""12/06/2019 14:50:31.576""","""1/4""","true",217733482,"Proactive","thinkaloudp0606",7,0.25
"""PRABMQVY""",1,619679,1751064,3,"""end""","""02/13/2020 15:57:00.117""","""""","",219255520,"Proactive","thinkaloudp0405",7,0.25
