"Problem.Sub.Part.ID","ProblemStep","Problem.ID","Problem","User.ID","Participant_ID","Order","Action.Type","Timestamp","Answer.Text","Correctness","Problem.Log.ID","CorrectedAns"
1751065,3,"""PRABMQVY""","6",687559,"p858s0707",2,"""answer""","""01/25/2021 13:33:17.434""","""5/11""","true",225597956,0.45
1751065,3,"""PRABMQVY""","6",687353,"p700s0716",2,"""answer""","""01/21/2021 15:28:26.331""","""5/11""","true",225557765,0.45
1751065,3,"""PRABMQVY""","6",687198,"p788s0505",2,"""answer""","""01/13/2021 10:35:31.897""","""0.45""","true",225443362,0.45
1751065,3,"""PRABMQVY""","6",686643,"p893s0223",3,"""answer""","""12/18/2020 13:29:57.814""","""5/11""","true",225271848,0.45
1751065,3,"""PRABMQVY""","6",687115,"p269s0806",2,"""answer""","""01/14/2021 15:36:49.367""","""5/11""","true",225477307,0.45
1751065,3,"""PRABMQVY""","6",687264,"p592s0613",2,"""answer""","""01/14/2021 10:37:22.403""","""5/11""","true",225465246,0.45
1751065,3,"""PRABMQVY""","6",686448,"p881s1013",2,"""answer""","""12/14/2020 15:22:14.946""","""5/11""","true",225200169,0.45
1751065,3,"""PRABMQVY""","6",687560,"p587s1221",2,"""answer""","""01/22/2021 15:39:28.096""","""5/11""","true",225584007,0.45
1751066,5,"""PRABMQVY""","6",686599,"p225s0925",3,"""answer""","""12/16/2020 12:31:36.209""","""5/44""","true",225235879,0.11
1751066,5,"""PRABMQVY""","6",686624,"p566s0816",4,"""answer""","""12/17/2020 14:26:53.396""","""0.11""","true",225254954,0.11
1751066,5,"""PRABMQVY""","6",688031,"p342s1011",2,"""answer""","""02/08/2021 13:36:42.782""","""5/44""","true",225777087,0.11
1751066,5,"""PRABMQVY""","6",687198,"p788s0505",2,"""answer""","""01/13/2021 10:35:56.214""","""0.2""","false",225443383,0.2
1751066,5,"""PRABMQVY""","6",687353,"p700s0716",2,"""answer""","""01/21/2021 15:28:48.545""","""0.11""","true",225557783,0.11
1751066,5,"""PRABMQVY""","6",687264,"p592s0613",2,"""answer""","""01/14/2021 10:38:07.474""","""5/44""","true",225465269,0.11
1751066,5,"""PRABMQVY""","6",687560,"p587s1221",2,"""answer""","""01/22/2021 15:40:00.066""","""0.7""","false",225584017,0.7
1751066,5,"""PRABMQVY""","6",687970,"p411s0607",2,"""answer""","""02/04/2021 13:59:32.178""","""5/44""","true",225738121,0.11
1751066,5,"""PRABMQVY""","6",686700,"p536s0109",3,"""answer""","""01/04/2021 10:38:33.284""","""5/44""","true",225306811,0.11
1751066,5,"""PRABMQVY""","6",687115,"p269s0806",2,"""answer""","""01/14/2021 15:37:40.199""","""15/132""","true",225477321,0.11
1751066,5,"""PRABMQVY""","6",686700,"p536s0109",2,"""answer""","""01/04/2021 10:38:24.041""","""0.7""","false",225306811,0.7
1751066,5,"""PRABMQVY""","6",686624,"p566s0816",2,"""answer""","""12/17/2020 14:26:30.999""","""0.7""","false",225254954,0.7
1751066,5,"""PRABMQVY""","6",687200,"p116s0808",2,"""answer""","""01/13/2021 13:42:54.757""","""5/44""","true",225449237,0.11
1751066,5,"""PRABMQVY""","6",686643,"p893s0223",2,"""answer""","""12/18/2020 13:30:30.180""","""0.7""","false",225271871,0.7
1751066,5,"""PRABMQVY""","6",686448,"p881s1013",2,"""answer""","""12/14/2020 15:22:43.676""","""15/132""","true",225200179,0.11
1751066,5,"""PRABMQVY""","6",687114,"p161s0504",2,"""answer""","""01/12/2021 12:28:37.165""","""0.11""","true",225426009,0.11
1751066,5,"""PRABMQVY""","6",686669,"p962s0107",3,"""answer""","""12/23/2020 13:28:29.107""","""5/44""","true",225298737,0.11
1751066,5,"""PRABMQVY""","6",687766,"p821s0908",2,"""answer""","""01/29/2021 15:32:19.547""","""31/44""","false",225672068,0.7
1751066,5,"""PRABMQVY""","6",686643,"p893s0223",4,"""answer""","""12/18/2020 13:30:38.570""","""5/44""","true",225271871,0.11
1751066,5,"""PRABMQVY""","6",687766,"p821s0908",4,"""answer""","""01/29/2021 15:33:34.146""","""5/44""","true",225672068,0.11
1751066,5,"""PRABMQVY""","6",687559,"p858s0707",2,"""answer""","""01/25/2021 13:33:46.580""","""5/44""","true",225597968,0.11
1751066,5,"""PRABMQVY""","6",686662,"p296s0426",2,"""answer""","""12/21/2020 14:36:26.648""","""5/44""","true",225287266,0.11
1751066,5,"""PRABMQVY""","6",686446,"p934s0803",3,"""answer""","""01/25/2021 10:36:12.144""","""5/44""","true",225593207,0.11
1751066,5,"""PRABMQVY""","6",687198,"p788s0505",4,"""answer""","""01/13/2021 10:36:22.575""","""5/44""","true",225443383,0.11
1751066,5,"""PRABMQVY""","6",687560,"p587s1221",5,"""answer""","""01/22/2021 15:40:36.354""","""5/44""","true",225584017,0.11
1751066,5,"""PRABMQVY""","6",687560,"p587s1221",3,"""answer""","""01/22/2021 15:40:12.159""","""0.1""","false",225584017,0.1
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",10,"""answer""","""01/13/2021 10:26:52.269""","""0.4""","false",225442929,0.4
1751115,1,"""PRABMQV2""","2",688031,"p342s1011",5,"""answer""","""02/08/2021 13:28:28.373""","""0.3""","true",225776889,0.3
1751115,1,"""PRABMQV2""","2",687264,"p592s0613",3,"""answer""","""01/14/2021 10:29:55.882""","""2/3""","false",225464625,0.67
1751115,1,"""PRABMQV2""","2",686599,"p225s0925",2,"""answer""","""12/16/2020 12:23:24.485""","""0.4""","false",225235563,0.4
1751115,1,"""PRABMQV2""","2",688031,"p342s1011",3,"""answer""","""02/08/2021 13:27:52.503""","""0.4""","false",225776889,0.4
1751115,1,"""PRABMQV2""","2",687559,"p858s0707",4,"""answer""","""01/25/2021 13:25:45.106""","""0.3""","true",225597763,0.3
1751115,1,"""PRABMQV2""","2",686662,"p296s0426",2,"""answer""","""12/21/2020 14:26:57.242""","""2/5""","false",225287172,0.4
1751115,1,"""PRABMQV2""","2",686700,"p536s0109",3,"""answer""","""01/04/2021 10:28:53.519""","""2/5""","false",225306553,0.4
1751115,1,"""PRABMQV2""","2",687766,"p821s0908",4,"""answer""","""01/29/2021 15:21:41.335""",""".4/1""","false",225671943,0.4
1751115,1,"""PRABMQV2""","2",687766,"p821s0908",2,"""answer""","""01/29/2021 15:20:47.815""","""0.4""","false",225671943,0.4
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",13,"""answer""","""01/13/2021 10:27:44.061""","""0.3""","true",225442929,0.3
1751115,1,"""PRABMQV2""","2",687766,"p821s0908",3,"""answer""","""01/29/2021 15:21:32.898""",""".4/.9""","false",225671943,0.44
1751115,1,"""PRABMQV2""","2",687766,"p821s0908",8,"""answer""","""01/29/2021 15:23:01.437""","""0.3""","true",225671943,0.3
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",8,"""answer""","""01/13/2021 10:26:33.762""","""-99""","false",225442929,-99
1751115,1,"""PRABMQV2""","2",686643,"p893s0223",2,"""answer""","""12/18/2020 13:20:34.532""","""0.4""","false",225271543,0.4
1751115,1,"""PRABMQV2""","2",686446,"p934s0803",2,"""answer""","""01/25/2021 10:20:34.673""","""0.4""","false",225592878,0.4
1751115,1,"""PRABMQV2""","2",688031,"p342s1011",2,"""answer""","""02/08/2021 13:27:33.474""","""0.4""","false",225776889,0.4
1751115,1,"""PRABMQV2""","2",687115,"p269s0806",3,"""answer""","""01/14/2021 15:27:48.209""","""0.3""","true",225477074,0.3
1751115,1,"""PRABMQV2""","2",687970,"p411s0607",3,"""answer""","""02/04/2021 13:50:54.020""","""0.3""","true",225737729,0.3
1751115,1,"""PRABMQV2""","2",687264,"p592s0613",4,"""answer""","""01/14/2021 10:30:21.207""","""0.4""","false",225464625,0.4
1751115,1,"""PRABMQV2""","2",686624,"p566s0816",2,"""answer""","""12/17/2020 14:18:42.435""","""0.4""","false",225254683,0.4
1751115,1,"""PRABMQV2""","2",686448,"p881s1013",3,"""answer""","""12/14/2020 15:18:13.371""","""0.3""","true",225200032,0.3
1751115,1,"""PRABMQV2""","2",686624,"p566s0816",4,"""answer""","""12/17/2020 14:19:28.505""","""0.3""","true",225254683,0.3
1751115,1,"""PRABMQV2""","2",686599,"p225s0925",4,"""answer""","""12/16/2020 12:23:42.758""","""0.3""","true",225235563,0.3
1751115,1,"""PRABMQV2""","2",687559,"p858s0707",2,"""answer""","""01/25/2021 13:24:19.941""","""0.4""","false",225597763,0.4
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",5,"""answer""","""01/13/2021 10:25:48.829""","""40%""","false",225442929,0.4
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",12,"""answer""","""01/13/2021 10:27:03.756""","""-99/1""","false",225442929,-99
1751115,1,"""PRABMQV2""","2",687115,"p269s0806",2,"""answer""","""01/14/2021 15:26:52.753""","""0.4""","false",225477074,0.4
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",4,"""answer""","""01/13/2021 10:25:43.032""","""0.4""","false",225442929,0.4
1751115,1,"""PRABMQV2""","2",686700,"p536s0109",2,"""answer""","""01/04/2021 10:28:24.228""","""0.4""","false",225306553,0.4
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",3,"""answer""","""01/13/2021 10:25:40.352""","""0.4""","false",225442929,0.4
1751115,1,"""PRABMQV2""","2",687766,"p821s0908",6,"""answer""","""01/29/2021 15:22:21.927""","""0.4""","false",225671943,0.4
1751115,1,"""PRABMQV2""","2",687114,"p161s0504",2,"""answer""","""01/12/2021 12:20:57.310""","""0.4""","false",225425837,0.4
1751115,1,"""PRABMQV2""","2",687200,"p116s0808",2,"""answer""","""01/13/2021 13:29:51.324""","""0.4""","false",225448941,0.4
1751115,1,"""PRABMQV2""","2",687264,"p592s0613",2,"""answer""","""01/14/2021 10:28:52.563""","""0.4""","false",225464625,0.4
1751115,1,"""PRABMQV2""","2",687560,"p587s1221",4,"""answer""","""01/22/2021 15:31:47.013""","""0.3""","true",225583540,0.3
1751115,1,"""PRABMQV2""","2",686446,"p934s0803",5,"""answer""","""01/25/2021 10:21:43.930""","""0.3""","true",225592878,0.3
1751115,1,"""PRABMQV2""","2",687353,"p700s0716",2,"""answer""","""01/21/2021 15:21:01.535""","""0.4""","false",225557516,0.4
1751115,1,"""PRABMQV2""","2",687766,"p821s0908",7,"""answer""","""01/29/2021 15:22:32.408""","""-99""","false",225671943,-99
1751115,1,"""PRABMQV2""","2",687353,"p700s0716",4,"""answer""","""01/21/2021 15:22:42.328""","""0.3""","true",225557516,0.3
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",9,"""answer""","""01/13/2021 10:26:37.205""","""-99/1""","false",225442929,-99
1751115,1,"""PRABMQV2""","2",687560,"p587s1221",2,"""answer""","""01/22/2021 15:30:59.866""","""0.4""","false",225583540,0.4
1751115,1,"""PRABMQV2""","2",686669,"p962s0107",2,"""answer""","""12/23/2020 13:19:52.783""","""0.4""","false",225298594,0.4
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",11,"""answer""","""01/13/2021 10:26:56.197""","""-99""","false",225442929,-99
1751115,1,"""PRABMQV2""","2",687200,"p116s0808",4,"""answer""","""01/13/2021 13:30:29.378""","""0.3""","true",225448941,0.3
1751115,1,"""PRABMQV2""","2",686700,"p536s0109",5,"""answer""","""01/04/2021 10:29:18.988""","""0.3""","true",225306553,0.3
1751115,1,"""PRABMQV2""","2",686448,"p881s1013",2,"""answer""","""12/14/2020 15:17:53.455""","""0.4""","false",225200032,0.4
1751115,1,"""PRABMQV2""","2",686662,"p296s0426",4,"""answer""","""12/21/2020 14:27:51.127""","""3/10""","true",225287172,0.3
1751115,1,"""PRABMQV2""","2",686446,"p934s0803",3,"""answer""","""01/25/2021 10:21:06.608""","""-99""","false",225592878,-99
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",2,"""answer""","""01/13/2021 10:25:35.672""","""0.4""","false",225442929,0.4
1751115,1,"""PRABMQV2""","2",687198,"p788s0505",6,"""answer""","""01/13/2021 10:26:05.248""","""2/5""","false",225442929,0.4
1751115,1,"""PRABMQV2""","2",687114,"p161s0504",4,"""answer""","""01/12/2021 12:22:18.754""","""0.3""","true",225425837,0.3
1751115,1,"""PRABMQV2""","2",686669,"p962s0107",4,"""answer""","""12/23/2020 13:20:19.497""","""0.3""","true",225298594,0.3
1751115,1,"""PRABMQV2""","2",687264,"p592s0613",6,"""answer""","""01/14/2021 10:30:42.841""","""0.3""","true",225464625,0.3
1751115,1,"""PRABMQV2""","2",686643,"p893s0223",4,"""answer""","""12/18/2020 13:21:13.720""","""0.3""","true",225271543,0.3
1751123,3,"""PRABMQV2""","2",688031,"p342s1011",2,"""answer""","""02/08/2021 13:28:52.866""","""0.4""","true",225776925,0.4
1751123,3,"""PRABMQV2""","2",686446,"p934s0803",2,"""answer""","""01/25/2021 10:22:30.697""","""0.4""","true",225592927,0.4
1751123,3,"""PRABMQV2""","2",687559,"p858s0707",2,"""answer""","""01/25/2021 13:26:15.628""","""0.4""","true",225597797,0.4
1751123,3,"""PRABMQV2""","2",687560,"p587s1221",2,"""answer""","""01/22/2021 15:32:32.921""","""0.4""","true",225583624,0.4
1751123,3,"""PRABMQV2""","2",687114,"p161s0504",2,"""answer""","""01/12/2021 12:22:39.487""","""0.4""","true",225425857,0.4
1751123,3,"""PRABMQV2""","2",686643,"p893s0223",2,"""answer""","""12/18/2020 13:21:36.615""","""0.4""","true",225271576,0.4
1751123,3,"""PRABMQV2""","2",687200,"p116s0808",2,"""answer""","""01/13/2021 13:31:04.135""","""0.4""","true",225448969,0.4
1751123,3,"""PRABMQV2""","2",686669,"p962s0107",2,"""answer""","""12/23/2020 13:20:40.549""","""0.4""","true",225298614,0.4
1751123,3,"""PRABMQV2""","2",686662,"p296s0426",2,"""answer""","""12/21/2020 14:28:21.983""","""2/5""","true",225287185,0.4
1751123,3,"""PRABMQV2""","2",687115,"p269s0806",2,"""answer""","""01/14/2021 15:28:19.068""","""0.4""","true",225477104,0.4
1751123,3,"""PRABMQV2""","2",687264,"p592s0613",2,"""answer""","""01/14/2021 10:31:12.892""","""0.4""","true",225464777,0.4
1751123,3,"""PRABMQV2""","2",686700,"p536s0109",2,"""answer""","""01/04/2021 10:30:01.375""","""0.4""","true",225306598,0.4
1751123,3,"""PRABMQV2""","2",687353,"p700s0716",2,"""answer""","""01/21/2021 15:23:07.144""","""0.4""","true",225557567,0.4
1751123,3,"""PRABMQV2""","2",687970,"p411s0607",2,"""answer""","""02/04/2021 13:51:24.576""","""0.4""","true",225737792,0.4
1751123,3,"""PRABMQV2""","2",686624,"p566s0816",2,"""answer""","""12/17/2020 14:19:56.966""","""0.4""","true",225254736,0.4
1751123,3,"""PRABMQV2""","2",687766,"p821s0908",2,"""answer""","""01/29/2021 15:23:40.027""","""0.4""","true",225671957,0.4
1751123,3,"""PRABMQV2""","2",686448,"p881s1013",2,"""answer""","""12/14/2020 15:18:31.811""","""0.4""","true",225200053,0.4
1751123,3,"""PRABMQV2""","2",686599,"p225s0925",3,"""answer""","""12/16/2020 12:24:23.792""","""0.4""","true",225235608,0.4
1751123,3,"""PRABMQV2""","2",687198,"p788s0505",2,"""answer""","""01/13/2021 10:28:18.341""","""0.4""","true",225443040,0.4
1751124,5,"""PRABMQV2""","2",687264,"p592s0613",2,"""answer""","""01/14/2021 10:31:53.574""","""0.7""","true",225464806,0.7
1751124,5,"""PRABMQV2""","2",687353,"p700s0716",2,"""answer""","""01/21/2021 15:23:57.113""","""0.6""","false",225557578,0.6
1751124,5,"""PRABMQV2""","2",687115,"p269s0806",2,"""answer""","""01/14/2021 15:29:22.752""","""0.7""","true",225477117,0.7
1751124,5,"""PRABMQV2""","2",687766,"p821s0908",2,"""answer""","""01/29/2021 15:24:08.619""","""0.7""","true",225671961,0.7
1751124,5,"""PRABMQV2""","2",686669,"p962s0107",4,"""answer""","""12/23/2020 13:22:21.244""","""0.7""","true",225298629,0.7
1751124,5,"""PRABMQV2""","2",687560,"p587s1221",2,"""answer""","""01/22/2021 15:33:06.635""","""0.7""","true",225583660,0.7
1751124,5,"""PRABMQV2""","2",686599,"p225s0925",2,"""answer""","""12/16/2020 12:25:08.328""","""0.16""","false",225235638,0.16
1751124,5,"""PRABMQV2""","2",686700,"p536s0109",4,"""answer""","""01/04/2021 10:30:46.300""","""0.7""","true",225306623,0.7
1751124,5,"""PRABMQV2""","2",686700,"p536s0109",2,"""answer""","""01/04/2021 10:30:32.743""","""0.1""","false",225306623,0.1
1751124,5,"""PRABMQV2""","2",687353,"p700s0716",4,"""answer""","""01/21/2021 15:24:24.955""","""0.7""","true",225557578,0.7
1751124,5,"""PRABMQV2""","2",687198,"p788s0505",5,"""answer""","""01/13/2021 10:29:26.462""","""0.7""","true",225443068,0.7
1751124,5,"""PRABMQV2""","2",687198,"p788s0505",2,"""answer""","""01/13/2021 10:28:48.822""","""0.9""","false",225443068,0.9
1751124,5,"""PRABMQV2""","2",686643,"p893s0223",3,"""answer""","""12/18/2020 13:22:44.475""","""0.7""","true",225271595,0.7
1751124,5,"""PRABMQV2""","2",687559,"p858s0707",2,"""answer""","""01/25/2021 13:27:36.318""","""0.12""","false",225597806,0.12
1751124,5,"""PRABMQV2""","2",687198,"p788s0505",3,"""answer""","""01/13/2021 10:29:16.373""","""0.9""","false",225443068,0.9
1751124,5,"""PRABMQV2""","2",686624,"p566s0816",2,"""answer""","""12/17/2020 14:20:26.552""","""0.7""","true",225254750,0.7
1751124,5,"""PRABMQV2""","2",687200,"p116s0808",2,"""answer""","""01/13/2021 13:31:48.899""","""0.7""","true",225448975,0.7
1751124,5,"""PRABMQV2""","2",687970,"p411s0607",3,"""answer""","""02/04/2021 13:52:09.136""","""0.7""","true",225737815,0.7
1751124,5,"""PRABMQV2""","2",686448,"p881s1013",2,"""answer""","""12/14/2020 15:18:46.630""","""0.7""","true",225200062,0.7
1751124,5,"""PRABMQV2""","2",686599,"p225s0925",4,"""answer""","""12/16/2020 12:25:23.339""","""0.7""","true",225235638,0.7
1751124,5,"""PRABMQV2""","2",687114,"p161s0504",2,"""answer""","""01/12/2021 12:23:13.781""","""0.7""","true",225425867,0.7
1751124,5,"""PRABMQV2""","2",688031,"p342s1011",2,"""answer""","""02/08/2021 13:29:37.033""","""0.8""","false",225776933,0.8
1751124,5,"""PRABMQV2""","2",688031,"p342s1011",4,"""answer""","""02/08/2021 13:30:08.903""","""0.7""","true",225776933,0.7
1751124,5,"""PRABMQV2""","2",686662,"p296s0426",2,"""answer""","""12/21/2020 14:28:59.945""","""7/10""","true",225287190,0.7
1751124,5,"""PRABMQV2""","2",686446,"p934s0803",3,"""answer""","""01/25/2021 10:24:16.294""","""0.7""","true",225592942,0.7
1751124,5,"""PRABMQV2""","2",687559,"p858s0707",3,"""answer""","""01/25/2021 13:28:21.514""","""0.02""","false",225597806,0.02
1751124,5,"""PRABMQV2""","2",686669,"p962s0107",2,"""answer""","""12/23/2020 13:22:12.497""","""7/8""","false",225298629,0.88
1751124,5,"""PRABMQV2""","2",688031,"p342s1011",3,"""answer""","""02/08/2021 13:30:01.187""","""0.6""","false",225776933,0.6
1751124,5,"""PRABMQV2""","2",687559,"p858s0707",5,"""answer""","""01/25/2021 13:28:37.827""","""0.7""","true",225597806,0.7
1754169,1,"""PRABMSDY""","6",687037,"p331s0702",2,"""answer""","""01/27/2021 14:03:05.719""","""0.25""","true",225634338,0.25
1754169,1,"""PRABMSDY""","6",687357,"p216s0621",2,"""answer""","""01/20/2021 12:27:15.655""","""3/12""","true",225535117,0.25
1754169,1,"""PRABMSDY""","6",687202,"p929s0618",2,"""answer""","""01/13/2021 15:37:05.347""","""0.25""","true",225452314,0.25
1754169,1,"""PRABMSDY""","6",687265,"p822s0601",3,"""answer""","""01/14/2021 12:31:06.306""","""1/4""","true",225469964,0.25
1754169,1,"""PRABMSDY""","6",687199,"p544s0112",2,"""answer""","""01/21/2021 13:41:01.238""","""1/4""","true",225554167,0.25
1754169,1,"""PRABMSDY""","6",686625,"p659s0804",2,"""answer""","""12/17/2020 15:27:48.515""","""1/4""","true",225256405,0.25
1754169,1,"""PRABMSDY""","6",686663,"p853s0510",2,"""answer""","""12/21/2020 15:26:29.013""","""1/4""","true",225287772,0.25
1754169,1,"""PRABMSDY""","6",688138,"p955s0821",2,"""answer""","""02/11/2021 16:26:56.287""","""1/4""","true",225825736,0.25
1754169,1,"""PRABMSDY""","6",687858,"p542s0912",2,"""answer""","""02/01/2021 13:30:42.151""","""1/4""","true",225685051,0.25
1754169,1,"""PRABMSDY""","6",686666,"p721s1005",2,"""answer""","""12/22/2020 10:28:58.940""","""1/4""","true",225291641,0.25
1754169,1,"""PRABMSDY""","6",686668,"p315s0909",2,"""answer""","""01/04/2021 14:27:34.895""","""1/4""","true",225313310,0.25
1754169,1,"""PRABMSDY""","6",687313,"p263s1007",2,"""answer""","""01/15/2021 10:38:44.104""","""0.25""","true",225487218,0.25
1754169,1,"""PRABMSDY""","6",687265,"p822s0601",2,"""answer""","""01/14/2021 12:30:41.732""","""1/6""","false",225469964,0.17
1754169,1,"""PRABMSDY""","6",687356,"p679s1207",2,"""answer""","""01/18/2021 14:28:25.468""","""1/4""","true",225503071,0.25
1754169,1,"""PRABMSDY""","6",686445,"p185s0321",2,"""answer""","""12/14/2020 12:46:40.903""","""1/4""","true",225193819,0.25
1754169,1,"""PRABMSDY""","6",686660,"p714s0220",2,"""answer""","""12/21/2020 09:36:44.384""","""1/4""","true",225280491,0.25
1754169,1,"""PRABMSDY""","6",686444,"p921s1213",2,"""answer""","""12/14/2020 11:23:50.422""","""0.25""","true",225191492,0.25
1754169,1,"""PRABMSDY""","6",686447,"p607s0420",2,"""answer""","""12/14/2020 14:30:27.876""","""3/12""","true",225198464,0.25
1754169,1,"""PRABMSDY""","6",687116,"p128s0904",2,"""answer""","""01/12/2021 15:30:14.395""","""5/12""","false",225432417,0.42
1754169,1,"""PRABMSDY""","6",687116,"p128s0904",3,"""answer""","""01/12/2021 15:30:19.980""","""3/12""","true",225432417,0.25
1754170,3,"""PRABMSDY""","6",687313,"p263s1007",3,"""answer""","""01/15/2021 10:39:41.547""","""5/11""","true",225487261,0.45
1754170,3,"""PRABMSDY""","6",687265,"p822s0601",2,"""answer""","""01/14/2021 12:31:46.802""","""5/11""","true",225469998,0.45
1754170,3,"""PRABMSDY""","6",686447,"p607s0420",3,"""answer""","""12/14/2020 14:31:49.649""","""5/11""","true",225198474,0.45
1754170,3,"""PRABMSDY""","6",686625,"p659s0804",2,"""answer""","""12/17/2020 15:28:00.491""","""5/11""","true",225256413,0.45
1754170,3,"""PRABMSDY""","6",687357,"p216s0621",3,"""answer""","""01/20/2021 12:28:19.447""","""5/11""","true",225535130,0.45
1754170,3,"""PRABMSDY""","6",686663,"p853s0510",2,"""answer""","""12/21/2020 15:26:56.073""","""5/11""","true",225287775,0.45
1754170,3,"""PRABMSDY""","6",686666,"p721s1005",3,"""answer""","""12/22/2020 10:30:16.033""","""5/11""","true",225291661,0.45
